block,week,odds,target,pnl,sport
4,202607,1.55,1,0.55,Soccer
4,202607,2.1,0,-1.0,Soccer
4,202607,2.0,1,1.0,Soccer
4,202607,1.65,0,-1.0,Basketball
4,202607,1.65,1,0.6499999999999999,Basketball
4,202607,2.36,0,-1.0,Soccer
4,202607,2.0,0,-1.0,Basketball
4,202607,28.42,0,-1.0,Soccer
4,202607,1.55,0,-1.0,Basketball
4,202607,17.8746,0,-1.0,Soccer
4,202607,1.55,1,0.55,Soccer
5,202608,1.45,1,0.44999999999999996,Soccer
5,202608,1.65,0,-1.0,Table Tennis
5,202608,27.5625,0,-1.0,Soccer
5,202608,1.37,1,0.3700000000000001,Soccer
5,202608,2.0,1,1.0,Soccer
5,202608,5.8725,0,-1.0,Soccer
5,202608,1.95,0,-1.0,Soccer
5,202608,4.9742,0,-1.0,Soccer
5,202608,2.5,0,-1.0,CS2
5,202608,159.1288,0,-1.0,CS2
5,202608,1.85,1,0.8500000000000001,Table Tennis
5,202608,1.95,1,0.95,Tennis
5,202608,1.62,0,-1.0,CS2
5,202608,1.45,0,-1.0,CS2
5,202608,2.4,0,-1.0,CS2
5,202608,191.6856,0,-1.0,Soccer
5,202608,1.41,1,0.4099999999999999,Tennis
5,202608,131.7045,0,-1.0,Soccer
5,202608,234.06,0,-1.0,Soccer
5,202608,91.0644,0,-1.0,Soccer
5,202608,74.9727,0,-1.0,Soccer
5,202608,75.0193,0,-1.0,Soccer
5,202608,91.07,0,-1.0,Soccer
5,202608,83.417,0,-1.0,Soccer
5,202608,69.5142,0,-1.0,Soccer
5,202608,2.4,1,1.4,CS2
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,65.6222,0,-1.0,Soccer
5,202608,78.7467,0,-1.0,Soccer
5,202608,1.92,1,0.9199999999999999,CS2
5,202608,1.52,0,-1.0,CS2
5,202608,3.897,0,-1.0,Soccer
5,202608,1.65,1,0.6499999999999999,Tennis
5,202608,1.65,1,0.6499999999999999,Tennis
5,202608,2.5,0,-1.0,CS2
5,202608,1.9,0,-1.0,CS2
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,1.85,0,-1.0,CS2
5,202608,1.88,0,-1.0,CS2
5,202608,5.94,0,-1.0,Table Tennis
5,202608,1.7,1,0.7,Tennis
5,202608,2.35,0,-1.0,CS2
5,202608,14.1411,0,-1.0,Soccer
5,202608,2.0,0,-1.0,Soccer
5,202608,1.7,1,0.7,Tennis
5,202608,26.9996,0,-1.0,Soccer
5,202608,1.9,0,-1.0,CS2
5,202608,2.15,0,-1.0,CS2
5,202608,1.65,0,-1.0,CS2
5,202608,2.0,0,-1.0,CS2
5,202608,51.1589,0,-1.0,Soccer
5,202608,1.65,0,-1.0,CS2
5,202608,1.9,1,0.8999999999999999,CS2
5,202608,1.7,0,-1.0,Tennis
5,202608,47.1688,0,-1.0,Soccer
5,202608,385.6301,0,-1.0,CS2
5,202608,175.2864,0,-1.0,CS2
5,202608,13.5298,0,-1.0,Soccer
5,202608,54.0838,0,-1.0,CS2
5,202608,1.85,0,-1.0,CS2
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.85,1,0.8500000000000001,CS2
5,202608,1.95,0,-1.0,CS2
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.27,0,-1.0,Cricket
5,202608,73.2525,0,-1.0,Soccer
5,202608,46.0531,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,9.12,0,-1.0,Soccer
5,202608,37.5735,0,-1.0,Soccer
5,202608,2.4,0,-1.0,CS2
5,202608,1.27,0,-1.0,Cricket
5,202608,1.5,0,-1.0,Soccer
5,202608,1.3,0,-1.0,Cricket
5,202608,1.3,0,-1.0,Cricket
5,202608,1.3,0,-1.0,Cricket
5,202608,2.0,0,-1.0,CS2
5,202608,18.5398,0,-1.0,Soccer
5,202608,167.6609,0,-1.0,Soccer
5,202608,1.35,0,-1.0,Cricket
5,202608,1.35,0,-1.0,Cricket
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.42,0,-1.0,CS2
5,202608,22.5794,0,-1.0,Soccer
5,202608,1.85,0,-1.0,CS2
5,202608,1.85,0,-1.0,Cricket
5,202608,1.82,1,0.8200000000000001,League of Legends
5,202608,1.45,1,0.44999999999999996,Table Tennis
5,202608,1.9,1,0.8999999999999999,Tennis
5,202608,268.1044,0,-1.0,Soccer
5,202608,303.6599,0,-1.0,Soccer
5,202608,246.5473,0,-1.0,Soccer
5,202608,210.8766,0,-1.0,Soccer
5,202608,20.7705,0,-1.0,Soccer
5,202608,290.6809,0,-1.0,Soccer
5,202608,352.9531,0,-1.0,Soccer
5,202608,4.8936,0,-1.0,Soccer
5,202608,2.4,0,-1.0,CS2
5,202608,2.35,0,-1.0,CS2
5,202608,1.48,1,0.48,CS2
5,202608,1.45,0,-1.0,Tennis
5,202608,1.8,0,-1.0,Soccer
5,202608,75.1693,0,-1.0,Soccer
5,202608,65.2534,0,-1.0,Soccer
5,202608,85.5544,0,-1.0,Soccer
5,202608,98.5553,0,-1.0,Soccer
5,202608,143.4016,0,-1.0,Soccer
5,202608,109.3741,0,-1.0,Soccer
5,202608,94.946,0,-1.0,Soccer
5,202608,126.3999,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Cricket
5,202608,1.82,0,-1.0,CS2
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.6,1,0.6000000000000001,Volleyball
5,202608,104.2958,0,-1.0,Soccer
5,202608,2.5,0,-1.0,CS2
5,202608,67.7701,0,-1.0,Soccer
5,202608,2.35,1,1.35,CS2
5,202608,1.69,1,0.69,Tennis
5,202608,2.0,1,1.0,Soccer
5,202608,2.0,1,1.0,League of Legends
5,202608,1.49,0,-1.0,Soccer
5,202608,3.515,1,2.515,Basketball
5,202608,7.9046,0,-1.0,Soccer
5,202608,1.92,0,-1.0,CS2
5,202608,1.75,1,0.75,CS2
5,202608,1.72,1,0.72,CS2
5,202608,163.493,0,-1.0,Soccer
5,202608,127.2429,0,-1.0,Soccer
5,202608,120.4386,0,-1.0,Soccer
5,202608,163.5204,0,-1.0,Soccer
5,202608,186.9874,0,-1.0,Soccer
5,202608,145.1196,0,-1.0,Soccer
5,202608,136.7794,0,-1.0,Soccer
5,202608,185.0843,0,-1.0,Soccer
5,202608,1.7,0,-1.0,Soccer
5,202608,202.5025,0,-1.0,Soccer
5,202608,147.3106,0,-1.0,Soccer
5,202608,229.3647,0,-1.0,Soccer
5,202608,256.9595,0,-1.0,Soccer
5,202608,1.65,1,0.6499999999999999,League of Legends
5,202608,179.8717,0,-1.0,Soccer
5,202608,162.0417,0,-1.0,Soccer
5,202608,2.11,1,1.1099999999999999,Soccer
5,202608,2.0,0,-1.0,CS2
5,202608,2.0,0,-1.0,CS2
5,202608,1.9,1,0.8999999999999999,CS2
5,202608,1.7947,0,-1.0,Soccer
5,202608,1.55,1,0.55,Soccer
5,202608,1.85,0,-1.0,Soccer
5,202608,95.4477,0,-1.0,Soccer
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,2.3,0,-1.0,CS2
5,202608,2.4,0,-1.0,Soccer
5,202608,6.075,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Soccer
5,202608,7.2404,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Soccer
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.49,0,-1.0,Soccer
5,202608,1.8,0,-1.0,Soccer
5,202608,5.3,0,-1.0,Soccer
5,202608,8.7296,0,-1.0,Soccer
5,202608,1.46,1,0.45999999999999996,Tennis
5,202608,3.4968,0,-1.0,Tennis
5,202608,7.98,0,-1.0,Soccer
5,202608,1.46,1,0.45999999999999996,Tennis
5,202608,2.05,1,1.0499999999999998,Soccer
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,1.35,1,0.3500000000000001,Tennis
5,202608,1.65,1,0.6499999999999999,Tennis
5,202608,1.7,1,0.7,Tennis
5,202608,1.46,1,0.45999999999999996,Tennis
5,202608,2.2,0,-1.0,Tennis
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.7,1,0.7,Tennis
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,34.3588,0,-1.0,Soccer
5,202608,2.15,0,-1.0,Soccer
5,202608,4.2872,0,-1.0,Soccer
5,202608,2.5,0,-1.0,Tennis
5,202608,2.0,1,1.0,Soccer
5,202608,16.3092,1,15.3092,Volleyball
5,202608,2.3,1,1.2999999999999998,Soccer
5,202608,1.37,1,0.3700000000000001,Tennis
5,202608,48.5376,0,-1.0,Soccer
5,202608,1.55,0,-1.0,Soccer
5,202608,1.95,1,0.95,Tennis
5,202608,2.05,0,-1.0,Soccer
5,202608,1.4,0,-1.0,Tennis
5,202608,2.4,1,1.4,Tennis
5,202608,2.45,0,-1.0,Tennis
5,202608,1.96,0,-1.0,Soccer
5,202608,2.5,0,-1.0,CS2
5,202608,1.85,0,-1.0,Tennis
5,202608,2.05,0,-1.0,Soccer
5,202608,1.95,0,-1.0,Tennis
5,202608,1.9,1,0.8999999999999999,Tennis
5,202608,1.45,0,-1.0,Tennis
5,202608,1.7,0,-1.0,Tennis
5,202608,2.5,0,-1.0,CS2
5,202608,1.45,0,-1.0,Table Tennis
5,202608,1.65,0,-1.0,Tennis
5,202608,1.4,0,-1.0,Tennis
5,202608,96.7735,0,-1.0,Soccer
5,202608,88.1714,0,-1.0,Soccer
5,202608,78.1424,0,-1.0,Soccer
5,202608,85.7661,0,-1.0,Soccer
5,202608,91.7697,0,-1.0,Soccer
5,202608,83.6124,0,-1.0,Soccer
5,202608,1.4,1,0.3999999999999999,Soccer
5,202608,80.5343,0,-1.0,Soccer
5,202608,4.1067,1,3.1067,Soccer
5,202608,9.2685,1,8.2685,Tennis
5,202608,1.7,1,0.7,Soccer
5,202608,1.75,1,0.75,NBA2K
5,202608,48.7951,0,-1.0,Tennis
5,202608,2.3,1,1.2999999999999998,CS2
5,202608,2.6,0,-1.0,Tennis
5,202608,2.28,1,1.2799999999999998,Soccer
5,202608,1.6,1,0.6000000000000001,Soccer
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.3,1,0.30000000000000004,Tennis
5,202608,3.7455,0,-1.0,Soccer
5,202608,694.7043,0,-1.0,Soccer
5,202608,907.7469,0,-1.0,Soccer
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,1.92,0,-1.0,NBA2K
5,202608,2.4,0,-1.0,CS2
5,202608,2.14,0,-1.0,Soccer
5,202608,35.6144,0,-1.0,Soccer
5,202608,72.38,0,-1.0,CS2
5,202608,2.0,0,-1.0,Dota 2
5,202608,2.5,0,-1.0,Tennis
5,202608,53.6498,0,-1.0,Soccer
5,202608,1.88,0,-1.0,Dota 2
5,202608,2.05,1,1.0499999999999998,CS2
5,202608,1.88,0,-1.0,Dota 2
5,202608,108.1584,0,-1.0,Soccer
5,202608,1892.772,0,-1.0,Soccer
5,202608,233.1,0,-1.0,Soccer
5,202608,2.0,1,1.0,CS2
5,202608,2.3,1,1.2999999999999998,CS2
5,202608,1.45,1,0.44999999999999996,Dota 2
5,202608,2.7,0,-1.0,Dota 2
5,202608,2.4,0,-1.0,CS2
5,202608,2.0,0,-1.0,Soccer
5,202608,22.8567,1,21.8567,Soccer
5,202608,1.95,0,-1.0,Soccer
5,202608,171.9573,0,-1.0,Soccer
5,202608,2.4,0,-1.0,CS2
5,202608,1.85,0,-1.0,CS2
5,202608,1.35,0,-1.0,Tennis
5,202608,1.7,1,0.7,Tennis
5,202608,1.38,0,-1.0,CS2
5,202608,1.35,1,0.3500000000000001,Tennis
5,202608,7.9748,0,-1.0,Soccer
5,202608,2.35,0,-1.0,Tennis
5,202608,45.7326,0,-1.0,Soccer
5,202608,1.3,1,0.30000000000000004,Cricket
5,202608,1.32,1,0.32000000000000006,Cricket
5,202608,1.85,0,-1.0,CS2
5,202608,169.0,0,-1.0,Soccer
5,202608,16.4902,0,-1.0,Soccer
5,202608,1.68,0,-1.0,CS2
5,202608,8.2703,0,-1.0,Tennis
5,202608,2.4,1,1.4,CS2
5,202608,2.4,1,1.4,CS2
5,202608,1.35,1,0.3500000000000001,Tennis
5,202608,2.05,0,-1.0,Dota 2
5,202608,2.1,1,1.1,Table Tennis
5,202608,5.92,0,-1.0,CS2
5,202608,2.0,1,1.0,Soccer
5,202608,2.15,1,1.15,Dota 2
5,202608,1.78,0,-1.0,Dota 2
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,32.5305,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,CS2
5,202608,1.72,0,-1.0,CS2
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,2.4,0,-1.0,Dota 2
5,202608,1.55,1,0.55,Dota 2
5,202608,2.4,0,-1.0,Dota 2
5,202608,1.7,0,-1.0,Table Tennis
5,202608,1.9,0,-1.0,Handball
5,202608,80.9914,0,-1.0,Soccer
5,202608,1.68,1,0.6799999999999999,CS2
5,202608,2.65,0,-1.0,Tennis
5,202608,137.6853,0,-1.0,Soccer
5,202608,1.3,1,0.30000000000000004,Cricket
5,202608,1.35,1,0.3500000000000001,Cricket
5,202608,1.7,0,-1.0,Tennis
5,202608,1.85,1,0.8500000000000001,CS2
5,202608,9.5166,0,-1.0,Soccer
5,202608,30.115,0,-1.0,Soccer
5,202608,59.5996,0,-1.0,Soccer
5,202608,2.0,0,-1.0,CS2
5,202608,28.3949,0,-1.0,Soccer
5,202608,1.9,1,0.8999999999999999,Soccer
5,202608,9.7896,0,-1.0,Tennis
5,202608,1.3,0,-1.0,Cricket
5,202608,1.3,0,-1.0,Cricket
5,202608,1.27,0,-1.0,Cricket
5,202608,1.27,0,-1.0,Cricket
5,202608,53.3603,0,-1.0,Soccer
5,202608,1.85,0,-1.0,CS2
5,202608,2.0,0,-1.0,Soccer
5,202608,1.32,1,0.32000000000000006,Cricket
5,202608,85.838,0,-1.0,Soccer
5,202608,1.32,1,0.32000000000000006,Cricket
5,202608,1.65,1,0.6499999999999999,Dota 2
5,202608,1.85,1,0.8500000000000001,Tennis
5,202608,1.68,1,0.6799999999999999,Dota 2
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,40.5548,0,-1.0,Soccer
5,202608,2.45,0,-1.0,Tennis
5,202608,182.0,0,-1.0,Soccer
5,202608,57.28,0,-1.0,Soccer
5,202608,2.7,0,-1.0,League of Legends
5,202608,15.4829,1,14.4829,Soccer
5,202608,53.7232,1,52.7232,Soccer
5,202608,62.6546,1,61.6546,Soccer
5,202608,56.2688,0,-1.0,Soccer
5,202608,62.1637,0,-1.0,Soccer
5,202608,68.3563,0,-1.0,Soccer
5,202608,58.6903,0,-1.0,Soccer
5,202608,7.35,1,6.35,Soccer
5,202608,1.37,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Tennis
5,202608,16.7832,0,-1.0,Soccer
5,202608,1.88,1,0.8799999999999999,Dota 2
5,202608,4.7952,1,3.7952000000000004,Soccer
5,202608,1.65,0,-1.0,Tennis
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,32.1565,0,-1.0,Soccer
5,202608,1.88,0,-1.0,Dota 2
5,202608,2.05,1,1.0499999999999998,Soccer
5,202608,2.7,1,1.7000000000000002,Dota 2
5,202608,2.2,1,1.2000000000000002,Soccer
5,202608,2.7,1,1.7000000000000002,Dota 2
5,202608,5.5575,0,-1.0,Soccer
5,202608,1.35,1,0.3500000000000001,Soccer
5,202608,1.31,1,0.31000000000000005,Soccer
5,202608,1.75,1,0.75,Soccer
5,202608,15.9741,0,-1.0,Soccer
5,202608,2.2,0,-1.0,Soccer
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,4.2446,0,-1.0,Soccer
5,202608,2.1,1,1.1,Soccer
5,202608,5.2323,0,-1.0,Soccer
5,202608,2.4,0,-1.0,CS2
5,202608,1.99,0,-1.0,Soccer
5,202608,2.15,0,-1.0,Tennis
5,202608,4.2847,1,3.2847,Soccer
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.65,1,0.6499999999999999,Soccer
5,202608,61.7782,0,-1.0,Soccer
5,202608,1.82,1,0.8200000000000001,Dota 2
5,202608,5.2315,0,-1.0,Tennis
5,202608,16.7879,0,-1.0,Soccer
5,202608,5.7997,0,-1.0,Soccer
5,202608,2.0,1,1.0,Soccer
5,202608,2.05,1,1.0499999999999998,Soccer
5,202608,1.34,1,0.3400000000000001,Soccer
5,202608,118.604,0,-1.0,Soccer
5,202608,29.512,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,Dota 2
5,202608,1.45,1,0.44999999999999996,Dota 2
5,202608,4.9504,1,3.9504,Soccer
5,202608,22.7962,0,-1.0,Soccer
5,202608,1.8,1,0.8,Tennis
5,202608,6.3325,0,-1.0,Soccer
5,202608,4.4973,0,-1.0,Soccer
5,202608,2.15,1,1.15,Dota 2
5,202608,1.88,1,0.8799999999999999,Dota 2
5,202608,4.7475,1,3.7474999999999996,Soccer
5,202608,1.88,1,0.8799999999999999,Dota 2
5,202608,1.92,1,0.9199999999999999,Dota 2
5,202608,1.92,1,0.9199999999999999,Dota 2
5,202608,2.1,1,1.1,Soccer
5,202608,1.88,1,0.8799999999999999,Dota 2
5,202608,2.1,1,1.1,Soccer
5,202608,12.2633,0,-1.0,Soccer
5,202608,2.0,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Dota 2
5,202608,2.06,1,1.06,Soccer
5,202608,2.1,1,1.1,Soccer
5,202608,2.06,1,1.06,Soccer
5,202608,2.1,1,1.1,Soccer
5,202608,2.1,1,1.1,Soccer
5,202608,2.1,1,1.1,Soccer
5,202608,2.15,1,1.15,Soccer
5,202608,1.8,1,0.8,Soccer
5,202608,1.3,1,0.30000000000000004,Tennis
5,202608,11.1925,0,-1.0,Soccer
5,202608,5.9029,0,-1.0,Soccer
5,202608,2.5,1,1.5,Soccer
5,202608,4.18,0,-1.0,Soccer
5,202608,29.9693,0,-1.0,Soccer
5,202608,2.5,0,-1.0,Soccer
5,202608,1.86,1,0.8600000000000001,Soccer
5,202608,1.95,1,0.95,Tennis
5,202608,688.0892,0,-1.0,Baseball
5,202608,2.2,0,-1.0,Soccer
5,202608,10.7352,0,-1.0,Soccer
5,202608,2.0,0,-1.0,Soccer
5,202608,2.0,0,-1.0,Soccer
5,202608,23.0561,0,-1.0,Soccer
5,202608,4.686,0,-1.0,Soccer
5,202608,14.3121,0,-1.0,Soccer
5,202608,1.8,0,-1.0,CS2
5,202608,11.1831,0,-1.0,Soccer
5,202608,11.2436,0,-1.0,Soccer
5,202608,26.8721,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,17.0969,0,-1.0,Soccer
5,202608,14.15,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Tennis
5,202608,44.9921,0,-1.0,Soccer
5,202608,275.4779,0,-1.0,Soccer
5,202608,18.2987,0,-1.0,Soccer
5,202608,1.91,0,-1.0,Soccer
5,202608,2.15,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Volleyball
5,202608,1.45,1,0.44999999999999996,Table Tennis
5,202608,1.9375,0,-1.0,Tennis
5,202608,1.7,1,0.7,Table Tennis
5,202608,1.85,0,-1.0,Tennis
5,202608,1.4,1,0.3999999999999999,Tennis
5,202608,4.2075,1,3.2074999999999996,Soccer
5,202608,2.0,0,-1.0,Soccer
5,202608,78.4991,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Tennis
5,202608,2.05,1,1.0499999999999998,Tennis
5,202608,2.05,1,1.0499999999999998,Tennis
5,202608,2.0,0,-1.0,Soccer
5,202608,2.45,1,1.4500000000000002,Table Tennis
5,202608,1.92,0,-1.0,NBA2K
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.27,1,0.27,Cricket
5,202608,2.15,1,1.15,Soccer
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.7,0,-1.0,Table Tennis
5,202608,15.8849,0,-1.0,Soccer
5,202608,2.01,1,1.0099999999999998,Basketball
5,202608,3.8546,0,-1.0,Soccer
5,202608,2.02,1,1.02,Basketball
5,202608,2.4,1,1.4,Tennis
5,202608,1.35,1,0.3500000000000001,Soccer
5,202608,1.85,0,-1.0,Cricket
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,51.0634,0,-1.0,Soccer
5,202608,54.0495,0,-1.0,Soccer
5,202608,48.8746,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,86.7845,0,-1.0,Soccer
5,202608,78.4754,0,-1.0,Soccer
5,202608,102.5243,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Cricket
5,202608,107.8759,0,-1.0,Soccer
5,202608,82.5717,0,-1.0,Soccer
5,202608,74.2644,0,-1.0,Soccer
5,202608,97.5474,0,-1.0,Soccer
5,202608,1.85,0,-1.0,Cricket
5,202608,1.72,1,0.72,CS2
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,2.4,1,1.4,CS2
5,202608,2.05,1,1.0499999999999998,CS2
5,202608,1.85,1,0.8500000000000001,CS2
5,202608,1.78,1,0.78,CS2
5,202608,1.5,1,0.5,CS2
5,202608,1.72,1,0.72,CS2
5,202608,1.65,1,0.6499999999999999,CS2
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.27,1,0.27,Cricket
5,202608,1.88,0,-1.0,Dota 2
5,202608,1.37,1,0.3700000000000001,Soccer
5,202608,30.6984,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,92.9953,0,-1.0,Soccer
5,202608,73.0298,0,-1.0,Soccer
5,202608,75.5987,0,-1.0,Soccer
5,202608,102.0425,0,-1.0,Soccer
5,202608,115.0596,0,-1.0,Soccer
5,202608,384.2848,0,-1.0,Soccer
5,202608,378.2308,0,-1.0,Soccer
5,202608,566.2351,0,-1.0,Soccer
5,202608,8.0642,0,-1.0,Soccer
5,202608,1.82,1,0.8200000000000001,CS2
5,202608,1.88,1,0.8799999999999999,CS2
5,202608,1.48,1,0.48,Dota 2
5,202608,246.7025,0,-1.0,Soccer
5,202608,1.92,1,0.9199999999999999,CS2
5,202608,1.92,1,0.9199999999999999,CS2
5,202608,1.84,0,-1.0,Soccer
5,202608,1.98,0,-1.0,Soccer
5,202608,5.25,1,4.25,Soccer
5,202608,1.62,1,0.6200000000000001,CS2
5,202608,1.62,1,0.6200000000000001,CS2
5,202608,1.62,1,0.6200000000000001,CS2
5,202608,1.62,1,0.6200000000000001,CS2
5,202608,1.58,1,0.5800000000000001,CS2
5,202608,126.0,0,-1.0,Soccer
5,202608,301.0,0,-1.0,Soccer
5,202608,1001.0,0,-1.0,Soccer
5,202608,1001.0,0,-1.0,Soccer
5,202608,201.0,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.92,1,0.9199999999999999,CS2
5,202608,88.3919,0,-1.0,Soccer
5,202608,66.3841,0,-1.0,Soccer
5,202608,69.0663,0,-1.0,Soccer
5,202608,1.6,1,0.6000000000000001,Tennis
5,202608,91.9632,0,-1.0,Soccer
5,202608,84.0947,0,-1.0,Soccer
5,202608,63.1569,0,-1.0,Soccer
5,202608,60.7042,0,-1.0,Soccer
5,202608,80.8289,0,-1.0,Soccer
5,202608,91.6102,0,-1.0,Soccer
5,202608,68.8011,0,-1.0,Soccer
5,202608,97.6973,0,-1.0,Soccer
5,202608,1.78,1,0.78,CS2
5,202608,2.3,1,1.2999999999999998,CS2
5,202608,1.45,0,-1.0,Tennis
5,202608,1.7,1,0.7,Ice Hockey
5,202608,7.2888,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.9,1,0.8999999999999999,Dota 2
5,202608,2.0,0,-1.0,Soccer
5,202608,1.9,0,-1.0,Tennis
5,202608,2.25,1,1.25,Dota 2
5,202608,4.9725,0,-1.0,Soccer
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,1.85,1,0.8500000000000001,CS2
5,202608,1.85,1,0.8500000000000001,Cricket
5,202608,54.9242,0,-1.0,Tennis
5,202608,2.15,1,1.15,Tennis
5,202608,2.5,0,-1.0,Tennis
5,202608,72.6777,0,-1.0,Basketball
5,202608,72.6777,0,-1.0,Basketball
5,202608,1.75,1,0.75,CS2
5,202608,1.75,1,0.75,CS2
5,202608,1.75,1,0.75,CS2
5,202608,80.8279,0,-1.0,Soccer
5,202608,2.5,0,-1.0,FIFA
5,202608,17.5705,0,-1.0,Soccer
5,202608,1.47,1,0.47,Tennis
5,202608,1.75,1,0.75,CS2
5,202608,1.75,1,0.75,CS2
5,202608,1.85,0,-1.0,Cricket
5,202608,1.85,0,-1.0,Cricket
5,202608,4.2613,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,2.0,1,1.0,CS2
5,202608,1.85,1,0.8500000000000001,CS2
5,202608,1.72,0,-1.0,Dota 2
5,202608,2.65,1,1.65,Tennis
5,202608,1.8,1,0.8,CS2
5,202608,2.55,1,1.5499999999999998,Tennis
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,1.75,0,-1.0,CS2
5,202608,2.65,0,-1.0,Tennis
5,202608,1.9,1,0.8999999999999999,CS2
5,202608,2.05,1,1.0499999999999998,Soccer
5,202608,2.4,1,1.4,CS2
5,202608,1.48,0,-1.0,CS2
5,202608,2.4,0,-1.0,Dota 2
5,202608,13.5641,0,-1.0,Soccer
5,202608,42.9238,0,-1.0,Soccer
5,202608,8.0457,0,-1.0,Tennis
5,202608,11.4099,1,10.4099,Soccer
5,202608,13.0207,0,-1.0,Soccer
5,202608,2.12,1,1.12,Soccer
5,202608,48.2077,0,-1.0,Tennis
5,202608,2.15,1,1.15,Table Tennis
5,202608,2.4,0,-1.0,CS2
5,202608,11.1014,1,10.1014,Soccer
5,202608,869.9987,0,-1.0,Soccer
5,202608,2.1,1,1.1,Soccer
5,202608,1.84,1,0.8400000000000001,Soccer
5,202608,71.1291,0,-1.0,Soccer
5,202608,54.5966,0,-1.0,Soccer
5,202608,4.1032,1,3.1032,Soccer
5,202608,76.7152,0,-1.0,Soccer
5,202608,1.7673,0,-1.0,Soccer
5,202608,79.5309,0,-1.0,Soccer
5,202608,307.0556,0,-1.0,Soccer
5,202608,21.3318,0,-1.0,Soccer
5,202608,48.129,0,-1.0,Soccer
5,202608,61.5398,0,-1.0,Soccer
5,202608,1.69,1,0.69,Soccer
5,202608,1.7,1,0.7,Table Tennis
5,202608,2.4237,0,-1.0,Soccer
5,202608,9.8188,0,-1.0,Soccer
5,202608,2.0,0,-1.0,Dota 2
5,202608,1.91,0,-1.0,Soccer
5,202608,1.45,1,0.44999999999999996,Tennis
5,202608,28.026,0,-1.0,Soccer
5,202608,11.0525,0,-1.0,Soccer
5,202608,9.7614,0,-1.0,Soccer
